date,temperature,humidity,luminosity
2021-11-17 15:37:00.740,20.6,27.1,112
2021-11-17 15:36:58.463,20.6,27.2,112
2021-11-17 15:36:56.185,20.6,27.2,112
2021-11-17 15:36:53.911,20.6,27.2,112
2021-11-17 15:36:51.634,20.6,27.2,112
2021-11-17 15:36:49.356,20.6,27.3,112
2021-11-17 15:36:47.079,20.6,27.3,112
2021-11-17 15:36:44.801,20.6,27.3,112
2021-11-17 15:36:42.523,20.6,27.3,112
2021-11-17 15:36:40.246,20.6,27.3,112
2021-11-17 15:36:37.968,20.6,27.3,112
2021-11-17 15:36:35.690,20.6,27.3,112
2021-11-17 15:36:33.417,20.6,27.3,112
2021-11-17 15:36:31.139,20.6,27.3,112
2021-11-17 15:36:28.862,20.6,27.3,112
2021-11-17 15:36:26.584,20.6,27.3,112
2021-11-17 15:36:24.306,20.6,27.3,112
2021-11-17 15:36:22.029,20.6,27.3,112
2021-11-17 15:36:19.751,20.6,27.3,112
2021-11-17 15:36:17.473,20.6,27.2,112
2021-11-17 15:36:15.196,20.6,27.2,112
2021-11-17 15:36:12.918,20.6,27.2,112
2021-11-17 15:36:10.645,20.6,27.2,112
2021-11-17 15:36:08.367,20.6,27.2,112
2021-11-17 15:36:06.089,20.6,27.2,112
2021-11-17 15:36:03.812,20.6,27.2,112
2021-11-17 15:36:01.534,20.6,27.2,112
2021-11-17 15:35:59.257,20.6,27.2,112
2021-11-17 15:35:56.979,20.7,27.3,112
2021-11-17 15:35:54.702,20.7,27.3,112
2021-11-17 15:35:52.424,20.7,27.3,112
2021-11-17 15:35:50.146,20.7,27.3,112
2021-11-17 15:35:47.869,20.7,27.3,112
2021-11-17 15:35:45.591,20.7,27.2,113
2021-11-17 15:35:43.317,20.7,27.2,115
2021-11-17 15:35:41.040,20.7,27.2,113
2021-11-17 15:35:38.762,20.7,27.2,112
2021-11-17 15:35:36.485,20.7,27.2,112
2021-11-17 15:35:34.207,20.7,27.2,112
2021-11-17 15:35:31.929,20.7,27.2,112
2021-11-17 15:35:29.652,20.8,27.2,112
2021-11-17 15:35:27.374,20.8,27.2,111
2021-11-17 15:35:25.101,20.8,27.2,111
2021-11-17 15:35:22.823,20.8,27.3,112
2021-11-17 15:35:20.546,20.8,27.3,112
2021-11-17 15:35:18.268,20.8,27.3,112
2021-11-17 15:35:15.990,20.8,27.3,112
2021-11-17 15:35:13.713,20.8,27.2,112
2021-11-17 15:35:11.435,20.7,27.1,113
2021-11-17 15:35:09.157,20.8,27.1,112
2021-11-17 15:35:06.880,20.8,27.1,112
2021-11-17 15:35:04.606,20.8,27.1,115
2021-11-17 15:35:02.329,20.8,27.1,113
2021-11-17 15:35:00.051,20.8,27.0,114
2021-11-17 15:34:57.773,20.8,27.0,115
2021-11-17 15:34:55.496,20.8,27.0,117
2021-11-17 15:34:53.218,20.8,27.0,121
2021-11-17 15:34:50.941,20.8,27.0,117
2021-11-17 15:34:48.663,20.9,27.0,113
2021-11-17 15:34:46.385,20.9,27.0,116
2021-11-17 15:34:44.108,20.9,27.0,115
2021-11-17 15:34:41.834,20.9,27.0,113
2021-11-17 15:34:39.557,20.9,27.0,113
2021-11-17 15:34:37.279,20.9,27.1,113
2021-11-17 15:34:35.002,20.9,27.1,113
2021-11-17 15:34:32.724,20.9,27.1,113
2021-11-17 15:34:30.446,20.9,27.1,113
2021-11-17 15:34:28.169,20.9,27.1,113
2021-11-17 15:34:25.891,21.0,27.2,113
2021-11-17 15:34:23.614,21.0,27.2,113
2021-11-17 15:34:21.336,21.0,27.2,113
2021-11-17 15:34:19.062,21.0,27.2,113
2021-11-17 15:34:16.785,21.0,27.2,113
2021-11-17 15:34:14.507,21.0,27.3,113
2021-11-17 15:34:12.230,21.0,27.3,113
2021-11-17 15:34:09.952,21.0,27.3,113
2021-11-17 15:34:07.674,21.0,27.3,114
2021-11-17 15:34:05.397,21.0,27.4,113
2021-11-17 15:34:03.119,21.0,27.4,113
2021-11-17 15:34:00.842,21.0,27.4,113
2021-11-17 15:33:58.564,21.0,27.5,113
2021-11-17 15:33:56.290,21.0,27.5,113
2021-11-17 15:33:54.013,21.0,27.6,114
2021-11-17 15:33:51.735,21.0,27.6,113
2021-11-17 15:33:49.457,21.0,27.5,113
2021-11-17 15:33:47.180,21.0,27.5,113
2021-11-17 15:33:44.902,21.0,27.5,113
2021-11-17 15:33:42.625,21.0,27.5,113
2021-11-17 15:33:40.347,21.0,27.5,114
2021-11-17 15:33:38.069,21.0,27.5,118
2021-11-17 15:33:35.792,21.0,27.5,114
2021-11-17 15:33:33.514,21.0,27.5,114
2021-11-17 15:33:31.241,21.0,27.5,113
2021-11-17 15:33:28.963,21.0,27.5,115
2021-11-17 15:33:26.686,21.0,27.6,113
2021-11-17 15:33:24.408,21.0,27.6,114
2021-11-17 15:33:22.130,21.0,27.6,113
2021-11-17 15:33:19.853,21.0,27.6,113
2021-11-17 15:33:17.575,21.0,27.7,113
2021-11-17 15:33:15.297,21.0,27.7,113
2021-11-17 15:33:13.020,21.0,27.7,113
2021-11-17 15:33:10.742,21.0,27.7,113
2021-11-17 15:33:08.465,20.9,27.7,114
2021-11-17 15:33:06.191,20.9,27.7,114
2021-11-17 15:33:03.913,20.9,27.7,115
2021-11-17 15:33:01.636,20.9,27.7,118
2021-11-17 15:32:59.358,21.0,27.7,120
2021-11-17 15:32:57.081,20.9,27.6,117
2021-11-17 15:32:54.803,20.9,27.6,117
2021-11-17 15:32:52.525,20.9,27.6,116
2021-11-17 15:32:50.248,20.9,27.6,114
2021-11-17 15:32:47.970,20.9,27.5,113
2021-11-17 15:32:45.693,20.9,27.5,115
2021-11-17 15:32:43.415,20.9,27.5,113
2021-11-17 15:32:41.141,20.9,27.5,112
2021-11-17 15:32:38.864,20.9,27.4,120
2021-11-17 15:32:36.586,20.9,27.5,113
2021-11-17 15:32:34.308,20.9,27.5,112
2021-11-17 15:32:32.031,20.9,27.5,113
2021-11-17 15:32:29.753,20.9,27.5,113
2021-11-17 15:32:27.476,20.9,27.5,112
2021-11-17 15:32:25.198,20.9,27.5,113
2021-11-17 15:32:22.921,20.9,27.5,112
2021-11-17 15:32:20.643,20.9,27.4,112
2021-11-17 15:32:18.365,20.9,27.4,113
2021-11-17 15:32:16.092,20.9,27.4,115
2021-11-17 15:32:13.814,20.9,27.3,113
2021-11-17 15:32:11.536,20.9,27.3,113
2021-11-17 15:32:09.259,20.9,27.3,113
2021-11-17 15:32:06.981,20.9,27.3,113
2021-11-17 15:32:04.704,20.9,27.3,113
2021-11-17 15:32:02.426,20.9,27.3,113
2021-11-17 15:32:00.148,20.9,27.3,113
2021-11-17 15:31:57.871,20.9,27.3,113
2021-11-17 15:31:55.597,20.9,27.3,113
2021-11-17 15:31:53.320,20.9,27.3,113
2021-11-17 15:31:51.042,20.9,27.3,113
2021-11-17 15:31:48.764,20.9,27.3,113
2021-11-17 15:31:46.487,21.0,27.4,113
2021-11-17 15:31:44.209,21.0,27.4,113
2021-11-17 15:31:41.932,21.0,27.4,113
2021-11-17 15:31:39.654,20.9,27.4,113
2021-11-17 15:31:37.376,21.0,27.5,113
2021-11-17 15:31:35.098,20.9,27.4,113
2021-11-17 15:31:32.824,21.0,27.5,113
2021-11-17 15:31:30.547,20.9,27.4,113
2021-11-17 15:31:28.269,20.9,27.4,113
2021-11-17 15:31:25.992,21.0,27.5,113
2021-11-17 15:31:23.714,21.0,27.5,113
2021-11-17 15:31:21.436,20.9,27.5,113
2021-11-17 15:31:19.159,20.9,27.4,113
2021-11-17 15:31:16.881,20.9,27.4,113
2021-11-17 15:31:14.604,20.9,27.4,113
2021-11-17 15:31:12.326,20.9,27.5,113
2021-11-17 15:31:10.052,21.0,27.5,113
2021-11-17 15:31:07.775,21.0,27.5,113
2021-11-17 15:31:05.497,21.0,27.5,113
2021-11-17 15:31:03.220,21.0,27.6,113
2021-11-17 15:31:00.942,21.0,27.6,113
2021-11-17 15:30:58.664,21.0,27.6,113
2021-11-17 15:30:56.387,21.0,27.6,113
2021-11-17 15:30:54.109,21.0,27.6,113
2021-11-17 15:30:51.832,21.0,27.6,113
2021-11-17 15:30:49.554,21.0,27.6,113
2021-11-17 15:30:47.276,21.0,27.6,113
2021-11-17 15:30:45.003,21.0,27.6,113
2021-11-17 15:30:42.725,21.0,27.6,113
2021-11-17 15:30:40.448,21.1,27.7,113
2021-11-17 15:30:38.170,21.0,27.7,114
2021-11-17 15:30:35.892,21.0,27.7,115
2021-11-17 15:30:33.615,21.0,27.8,113
2021-11-17 15:30:31.337,21.0,27.7,113
2021-11-17 15:30:29.060,21.0,27.7,113
2021-11-17 15:30:26.782,21.0,27.7,113
2021-11-17 15:30:24.504,21.0,27.7,113
2021-11-17 15:30:22.227,21.0,27.7,113
2021-11-17 15:30:19.953,21.0,27.6,113
2021-11-17 15:30:17.676,21.0,27.6,113
2021-11-17 15:30:15.398,21.0,27.6,113
2021-11-17 15:30:13.120,21.0,27.6,113
2021-11-17 15:30:10.843,21.0,27.6,113
2021-11-17 15:30:08.565,21.0,27.6,113
2021-11-17 15:30:06.288,21.0,27.6,113
2021-11-17 15:30:04.010,21.0,27.6,113
2021-11-17 15:30:01.732,21.0,27.6,113
2021-11-17 15:29:59.455,21.0,27.6,113
2021-11-17 15:29:57.177,21.0,27.6,113
2021-11-17 15:29:54.904,21.0,27.6,113
2021-11-17 15:29:52.626,21.0,27.6,113
2021-11-17 15:29:50.348,21.0,27.6,113
2021-11-17 15:29:48.071,21.0,27.6,113
2021-11-17 15:29:45.793,21.0,27.6,113
2021-11-17 15:29:43.515,21.0,27.6,113
2021-11-17 15:29:41.238,21.0,27.6,113
2021-11-17 15:29:38.960,21.0,27.6,113
2021-11-17 15:29:36.683,21.1,27.7,113
2021-11-17 15:29:34.405,21.1,27.6,113
2021-11-17 15:29:32.128,21.1,27.6,113
2021-11-17 15:29:29.850,21.0,27.6,113
2021-11-17 15:29:27.577,21.0,27.5,113
2021-11-17 15:29:25.299,21.0,27.5,113
2021-11-17 15:29:23.022,21.0,27.4,113
2021-11-17 15:29:20.744,21.0,27.4,113
2021-11-17 15:29:18.466,21.0,27.4,113
2021-11-17 15:29:16.189,21.0,27.3,113
2021-11-17 15:29:13.911,21.1,27.4,113
2021-11-17 15:29:11.633,21.0,27.3,113
2021-11-17 15:29:09.356,21.0,27.2,113
2021-11-17 15:29:07.078,21.0,27.2,113
2021-11-17 15:29:04.805,21.0,27.2,114
2021-11-17 15:29:02.527,21.0,27.1,114
2021-11-17 15:29:00.250,21.0,27.1,113
2021-11-17 15:28:57.972,21.0,27.1,114
2021-11-17 15:28:55.694,21.0,27.1,114
2021-11-17 15:28:53.417,21.0,27.0,113
2021-11-17 15:28:51.139,21.0,27.0,113
2021-11-17 15:28:48.861,21.0,27.0,113
2021-11-17 15:28:46.584,21.0,27.0,113
2021-11-17 15:28:44.306,21.0,27.0,113
2021-11-17 15:28:42.033,21.1,27.1,113
2021-11-17 15:28:39.755,21.0,27.0,113
2021-11-17 15:28:37.477,21.0,27.0,114
2021-11-17 15:28:35.200,21.0,27.0,113
2021-11-17 15:28:32.922,21.0,27.0,114
2021-11-17 15:28:30.645,21.1,27.1,113
2021-11-17 15:28:28.367,21.0,27.1,113
2021-11-17 15:28:26.089,21.0,27.1,114
2021-11-17 15:28:23.812,21.0,27.1,113
2021-11-17 15:28:21.534,21.0,27.1,113
2021-11-17 15:28:19.257,21.0,27.1,113
2021-11-17 15:28:16.983,21.0,27.1,113
2021-11-17 15:28:14.705,21.1,27.2,113
2021-11-17 15:28:12.428,21.0,27.2,113
2021-11-17 15:28:10.150,21.0,27.2,113
2021-11-17 15:28:07.873,21.0,27.2,113
2021-11-17 15:28:05.595,21.1,27.3,113
2021-11-17 15:28:03.317,21.0,27.2,114
2021-11-17 15:28:01.040,21.0,27.2,113
2021-11-17 15:27:58.762,21.0,27.2,113
2021-11-17 15:27:56.485,21.0,27.2,115
2021-11-17 15:27:54.211,21.0,27.2,113
2021-11-17 15:27:51.933,21.0,27.2,113
2021-11-17 15:27:49.656,21.0,27.2,115
2021-11-17 15:27:47.378,21.0,27.2,113
2021-11-17 15:27:45.101,21.0,27.2,113
2021-11-17 15:27:42.823,21.0,27.2,113
2021-11-17 15:27:40.545,21.0,27.1,113
2021-11-17 15:27:38.268,21.0,27.1,113
2021-11-17 15:27:35.990,21.0,27.1,113
2021-11-17 15:27:33.717,21.0,27.1,113
2021-11-17 15:27:31.439,21.0,27.1,113
2021-11-17 15:27:29.161,21.0,27.0,113
2021-11-17 15:27:26.884,21.0,27.0,113
2021-11-17 15:27:24.606,21.0,27.0,114
2021-11-17 15:27:22.329,21.0,27.0,114
2021-11-17 15:27:20.051,21.0,27.0,115
2021-11-17 15:27:17.773,21.0,27.0,113
2021-11-17 15:27:15.496,21.0,27.0,113
2021-11-17 15:27:13.218,21.0,27.0,114
2021-11-17 15:27:10.945,21.0,27.1,115
2021-11-17 15:27:08.667,21.0,27.1,115
2021-11-17 15:27:06.389,21.0,27.1,114
2021-11-17 15:27:04.112,21.0,27.2,114
2021-11-17 15:27:01.834,21.0,27.2,113
2021-11-17 15:26:59.556,21.0,27.3,113
2021-11-17 15:26:57.279,21.0,27.3,113
2021-11-17 15:26:55.001,21.0,27.4,113
2021-11-17 15:26:52.724,21.0,27.4,113
2021-11-17 15:26:50.446,21.0,27.4,115
2021-11-17 15:26:48.173,21.0,27.5,114
2021-11-17 15:26:45.895,21.0,27.5,114
2021-11-17 15:26:43.617,21.0,27.5,114
2021-11-17 15:26:41.340,21.0,27.5,114
2021-11-17 15:26:39.062,21.0,27.5,113
2021-11-17 15:26:36.785,21.0,27.6,114
2021-11-17 15:26:34.507,21.0,27.6,113
2021-11-17 15:26:32.229,21.0,27.6,113
2021-11-17 15:26:29.952,21.0,27.7,113
2021-11-17 15:26:27.674,21.0,27.7,113
2021-11-17 15:26:25.397,21.0,27.7,114
2021-11-17 15:26:23.123,21.0,27.7,113
2021-11-17 15:26:20.846,21.0,27.7,114
2021-11-17 15:26:18.568,21.0,27.7,114
2021-11-17 15:26:16.290,21.0,27.7,114
2021-11-17 15:26:14.013,21.0,27.7,114
2021-11-17 15:26:11.735,21.0,27.7,114
2021-11-17 15:26:09.457,21.0,27.8,113
2021-11-17 15:26:07.180,21.0,27.8,113
2021-11-17 15:26:04.902,21.0,27.8,114
2021-11-17 15:26:02.625,21.0,27.8,113
2021-11-17 15:26:00.347,21.0,27.8,114
2021-11-17 15:25:58.073,21.0,27.8,113
2021-11-17 15:25:55.796,21.0,27.8,113
2021-11-17 15:25:53.518,21.0,27.8,113
2021-11-17 15:25:51.241,21.0,27.8,113
2021-11-17 15:25:48.963,21.0,27.8,113
2021-11-17 15:25:46.686,21.0,27.8,114
2021-11-17 15:25:44.408,20.9,27.7,113
2021-11-17 15:25:42.130,21.0,27.8,113
2021-11-17 15:25:39.853,20.9,27.7,113
2021-11-17 15:25:37.575,21.0,27.8,113
2021-11-17 15:25:35.297,20.9,27.7,114
2021-11-17 15:25:33.020,21.0,27.8,114
2021-11-17 15:25:30.746,20.9,27.7,113
2021-11-17 15:25:28.469,21.0,27.8,113
2021-11-17 15:25:26.191,21.0,27.7,113
2021-11-17 15:25:23.913,21.0,27.7,113
2021-11-17 15:25:21.636,20.9,27.7,114
2021-11-17 15:25:19.358,20.9,27.7,114
2021-11-17 15:25:17.081,21.0,27.7,114
2021-11-17 15:25:14.803,21.0,27.7,113
2021-11-17 15:25:12.525,20.9,27.7,114
2021-11-17 15:25:10.248,21.0,27.7,113
2021-11-17 15:25:07.970,21.0,27.7,114
2021-11-17 15:25:05.697,21.0,27.7,114
2021-11-17 15:25:03.419,20.9,27.7,114
2021-11-17 15:25:01.141,21.0,27.7,114
2021-11-17 15:24:58.864,21.0,27.7,115
2021-11-17 15:24:56.586,21.0,27.7,115
2021-11-17 15:24:54.309,21.0,27.7,114
2021-11-17 15:24:52.031,21.0,27.8,114
2021-11-17 15:24:49.753,20.9,27.7,114
2021-11-17 15:24:47.476,21.0,27.8,114
2021-11-17 15:24:45.198,21.0,27.8,114
2021-11-17 15:24:42.921,21.0,27.8,114
2021-11-17 15:24:40.647,21.0,27.8,114
2021-11-17 15:24:38.369,21.0,27.8,114
2021-11-17 15:24:36.092,21.0,27.8,114
2021-11-17 15:24:33.814,21.0,27.7,114
2021-11-17 15:24:31.537,21.0,27.7,114
2021-11-17 15:24:29.259,21.0,27.7,114
2021-11-17 15:24:26.981,20.9,27.7,114
2021-11-17 15:24:24.703,20.9,27.7,114
2021-11-17 15:24:22.426,20.9,27.7,114
2021-11-17 15:24:20.148,21.0,27.7,114
2021-11-17 15:24:17.871,21.0,27.7,114
2021-11-17 15:24:15.597,21.0,27.8,114
2021-11-17 15:24:13.319,20.9,27.7,114
2021-11-17 15:24:11.042,20.9,27.7,114
2021-11-17 15:24:08.764,20.9,27.7,113
2021-11-17 15:24:06.487,20.9,27.7,113
2021-11-17 15:24:04.209,20.9,27.8,114
2021-11-17 15:24:01.931,20.9,27.8,113
2021-11-17 15:23:59.654,20.9,27.7,114
2021-11-17 15:23:57.376,20.9,27.7,114
2021-11-17 15:23:55.099,20.9,27.8,114
2021-11-17 15:23:52.821,20.9,27.7,114
2021-11-17 15:23:50.543,20.9,27.7,114
2021-11-17 15:23:48.270,20.9,27.7,114
2021-11-17 15:23:45.992,20.9,27.7,113
2021-11-17 15:23:43.715,20.9,27.7,113
2021-11-17 15:23:41.437,20.9,27.7,114
2021-11-17 15:23:39.159,20.9,27.7,114
2021-11-17 15:23:36.882,20.9,27.7,114
2021-11-17 15:23:34.604,20.9,27.7,114
2021-11-17 15:23:32.327,20.9,27.7,114
2021-11-17 15:23:30.049,20.9,27.7,114
2021-11-17 15:23:27.771,20.9,27.7,114
2021-11-17 15:23:25.494,20.9,27.7,114
2021-11-17 15:23:23.216,20.9,27.7,114
2021-11-17 15:23:20.938,20.9,27.6,114
2021-11-17 15:23:18.665,20.9,27.6,114
2021-11-17 15:23:16.387,20.9,27.7,114
2021-11-17 15:23:14.109,20.9,27.7,114
2021-11-17 15:23:11.832,20.9,27.6,114
2021-11-17 15:23:09.554,20.9,27.6,115
2021-11-17 15:23:07.277,20.9,27.6,115
2021-11-17 15:23:04.999,20.9,27.6,114
2021-11-17 15:23:02.721,20.9,27.5,114
2021-11-17 15:23:00.444,20.8,27.4,114
2021-11-17 15:22:58.166,20.9,27.5,114
2021-11-17 15:22:55.888,20.9,27.5,114
2021-11-17 15:22:53.615,20.9,27.4,114
2021-11-17 15:22:51.337,20.9,27.4,114
2021-11-17 15:22:49.060,20.8,27.2,114
2021-11-17 15:22:46.782,20.9,27.2,115
2021-11-17 15:22:44.505,20.8,27.1,116
2021-11-17 15:22:42.227,20.9,27.2,114
2021-11-17 15:22:39.949,20.8,27.1,114
2021-11-17 15:22:37.672,20.9,27.1,114
2021-11-17 15:22:35.394,20.9,27.1,114
2021-11-17 15:22:33.117,20.9,27.1,114
2021-11-17 15:22:30.843,20.8,27.0,113
2021-11-17 15:22:28.565,20.9,27.1,113
2021-11-17 15:22:26.288,20.9,27.1,114
2021-11-17 15:22:24.010,20.9,27.1,114
2021-11-17 15:22:21.733,20.9,27.1,114
2021-11-17 15:22:19.455,20.9,27.1,114
2021-11-17 15:22:17.178,20.9,27.1,114
2021-11-17 15:22:14.900,20.9,27.0,114
2021-11-17 15:22:12.622,20.8,27.0,114
2021-11-17 15:22:10.345,20.8,27.0,114
2021-11-17 15:22:08.067,20.9,27.0,114
2021-11-17 15:22:05.794,20.9,27.1,113
2021-11-17 15:22:03.516,20.9,27.1,113
2021-11-17 15:22:01.238,20.8,27.1,113
2021-11-17 15:21:58.961,20.9,27.1,113
2021-11-17 15:21:56.683,20.9,27.1,114
2021-11-17 15:21:54.406,20.9,27.2,114
2021-11-17 15:21:52.128,20.9,27.2,114
2021-11-17 15:21:49.850,20.8,27.1,113
2021-11-17 15:21:47.573,20.9,27.2,113
2021-11-17 15:21:45.295,20.8,27.1,115
2021-11-17 15:21:43.022,20.9,27.2,113
2021-11-17 15:21:40.744,20.9,27.2,115
2021-11-17 15:21:38.466,20.8,27.1,115
2021-11-17 15:21:36.189,20.9,27.2,113
2021-11-17 15:21:33.911,20.9,27.2,114
2021-11-17 15:21:31.634,20.8,27.1,114
2021-11-17 15:21:29.356,20.8,27.1,114
2021-11-17 15:21:27.078,20.9,27.1,114
2021-11-17 15:21:24.801,20.9,27.1,114
2021-11-17 15:21:22.527,20.9,27.1,113
2021-11-17 15:21:20.249,20.9,27.1,114
2021-11-17 15:21:17.972,20.9,27.1,113
2021-11-17 15:21:15.694,20.9,27.1,114
2021-11-17 15:21:13.416,20.9,27.0,114
2021-11-17 15:21:11.139,20.9,27.0,114
2021-11-17 15:21:08.861,20.9,27.0,114
2021-11-17 15:21:06.584,20.9,27.0,114
2021-11-17 15:21:04.306,20.8,26.9,113
2021-11-17 15:21:02.028,20.9,27.0,114
2021-11-17 15:20:59.755,20.9,26.9,114
2021-11-17 15:20:57.477,20.9,26.9,113
2021-11-17 15:20:55.200,20.9,26.9,114
2021-11-17 15:20:52.922,20.9,26.8,113
2021-11-17 15:20:50.644,20.9,26.8,113
2021-11-17 15:20:48.367,20.9,26.8,114
2021-11-17 15:20:46.089,20.9,26.7,114
2021-11-17 15:20:43.812,20.9,26.7,113
2021-11-17 15:20:41.534,20.9,26.7,113
2021-11-17 15:20:39.256,20.9,26.7,113
2021-11-17 15:20:36.979,20.9,26.7,113
2021-11-17 15:20:34.701,20.9,26.7,113
2021-11-17 15:20:32.424,20.9,26.7,113
2021-11-17 15:20:30.150,20.9,26.7,113
2021-11-17 15:20:27.872,20.9,26.7,113
2021-11-17 15:20:25.595,20.9,26.8,114
2021-11-17 15:20:23.317,20.9,26.8,113
2021-11-17 15:20:21.040,20.9,26.8,114
2021-11-17 15:20:18.762,20.9,26.7,113
2021-11-17 15:20:16.485,20.9,26.8,113
2021-11-17 15:20:14.207,20.9,26.8,114
2021-11-17 15:20:11.930,20.9,26.8,114
2021-11-17 15:20:09.652,20.9,26.8,114
2021-11-17 15:20:07.374,20.9,26.8,114
2021-11-17 15:20:05.097,20.9,26.8,113
2021-11-17 15:20:02.823,20.9,26.8,113
2021-11-17 15:20:00.546,20.9,26.8,113
2021-11-17 15:19:58.268,20.9,26.8,113
2021-11-17 15:19:55.990,20.9,26.9,113
2021-11-17 15:19:53.713,20.9,26.9,114
2021-11-17 15:19:51.435,20.9,26.8,113
2021-11-17 15:19:49.158,20.9,26.8,113
2021-11-17 15:19:46.880,20.9,26.8,113
2021-11-17 15:19:44.602,20.9,26.8,113
2021-11-17 15:19:42.325,20.9,26.8,113
2021-11-17 15:19:40.047,20.9,26.8,113
2021-11-17 15:19:37.770,20.9,26.8,113
2021-11-17 15:19:35.496,20.9,26.8,113
2021-11-17 15:19:33.218,20.9,26.8,113
2021-11-17 15:19:30.941,20.9,26.7,114
2021-11-17 15:19:28.663,20.9,26.7,113
2021-11-17 15:19:26.386,20.9,26.6,113
2021-11-17 15:19:24.108,20.9,26.6,113
2021-11-17 15:19:21.830,20.9,26.5,113
2021-11-17 15:19:19.553,20.9,26.5,113
